"Job Title","Date","float_Billable_Hours","Capacity"
"Software Developer  -  Business Applications (DDS)",2020-04-23,8,32
"Software Engineer  -  Business Applications (DDS)",2020-04-23,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-04-23,0.5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-04-23,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-23,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-04-23,2,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-04-23,4.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-04-23,12,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-04-23,13,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-04-23,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-04-23,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-04-23,4.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-04-23,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-23,8,8
"Technical Writer  -  Business Applications (DDS)",2020-04-23,0,8
"Web Developer  -  Business Applications (DDS)",2020-04-23,14.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-04-24,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-24,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-04-24,9,40
"Business Analyst  -  Business Applications (DDS)",2020-04-24,8,8
"Data Architect  -  Data Architecture (DDS)",2020-04-24,16,32
"Data Engineer  -  Data Architecture (DDS)",2020-04-24,51.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-04-24,6.25,8
"Data Scientist  -  Data Science (DDS)",2020-04-24,40.25,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-04-24,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-04-24,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-04-24,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-04-24,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-04-24,12,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-24,6,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-04-24,5,8
"QA Engineer  -  Business Applications (DDS)",2020-04-24,17,24
"Quality Engineer  -  Business Applications (DDS)",2020-04-24,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-04-24,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-04-24,10,8
"Software Developer  -  Business Applications (DDS)",2020-04-24,8,32
"Software Engineer  -  Business Applications (DDS)",2020-04-24,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-04-24,0.5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-04-24,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-24,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-04-24,2,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-04-24,4.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-04-24,12,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-04-24,13,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-04-24,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-04-24,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-04-24,4.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-04-24,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-24,8,8
"Technical Writer  -  Business Applications (DDS)",2020-04-24,0,8
"Web Developer  -  Business Applications (DDS)",2020-04-24,14.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-04-25,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-25,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-04-25,0,40
"Business Analyst  -  Business Applications (DDS)",2020-04-25,0,8
"Data Architect  -  Data Architecture (DDS)",2020-04-25,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-04-25,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-04-25,0,8
"Data Scientist  -  Data Science (DDS)",2020-04-25,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-04-25,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-04-25,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-04-25,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-04-25,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-04-25,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-25,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-04-25,0,8
"QA Engineer  -  Business Applications (DDS)",2020-04-25,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-04-25,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-04-25,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-04-25,0,8
"Software Developer  -  Business Applications (DDS)",2020-04-25,0,32
"Software Engineer  -  Business Applications (DDS)",2020-04-25,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-04-25,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-04-25,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-25,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-04-25,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-04-25,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-04-25,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-04-25,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-04-25,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-04-25,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-04-25,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-04-25,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-25,0,8
"Technical Writer  -  Business Applications (DDS)",2020-04-25,0,8
"Web Developer  -  Business Applications (DDS)",2020-04-25,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-04-26,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-26,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-04-26,0,40
"Business Analyst  -  Business Applications (DDS)",2020-04-26,0,8
"Data Architect  -  Data Architecture (DDS)",2020-04-26,0,32
"Data Engineer  -  Data Architecture (DDS)",2020-04-26,0,88
"Data Science Team Lead  -  Data Science (DDS)",2020-04-26,0,8
"Data Scientist  -  Data Science (DDS)",2020-04-26,0,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-04-26,0,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-04-26,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-04-26,0,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-04-26,0,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-04-26,0,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-26,0,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-04-26,0,8
"QA Engineer  -  Business Applications (DDS)",2020-04-26,0,24
"Quality Engineer  -  Business Applications (DDS)",2020-04-26,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-04-26,0,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-04-26,0,8
"Software Developer  -  Business Applications (DDS)",2020-04-26,0,32
"Software Engineer  -  Business Applications (DDS)",2020-04-26,0,24
"Sr. Consultant  -  Business Applications (DDS)",2020-04-26,0,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-04-26,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-26,0,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-04-26,0,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-04-26,0,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-04-26,0,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-04-26,0,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-04-26,0,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-04-26,0,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-04-26,0,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-04-26,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-26,0,8
"Technical Writer  -  Business Applications (DDS)",2020-04-26,0,8
"Web Developer  -  Business Applications (DDS)",2020-04-26,0,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-04-27,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-27,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-04-27,9,40
"Business Analyst  -  Business Applications (DDS)",2020-04-27,8,8
"Data Architect  -  Data Architecture (DDS)",2020-04-27,16,32
"Data Engineer  -  Data Architecture (DDS)",2020-04-27,48.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-04-27,6.25,8
"Data Scientist  -  Data Science (DDS)",2020-04-27,40.25,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-04-27,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-04-27,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-04-27,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-04-27,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-04-27,12,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-27,6,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-04-27,5,8
"QA Engineer  -  Business Applications (DDS)",2020-04-27,17,24
"Quality Engineer  -  Business Applications (DDS)",2020-04-27,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-04-27,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-04-27,8.5,8
"Software Developer  -  Business Applications (DDS)",2020-04-27,8,32
"Software Engineer  -  Business Applications (DDS)",2020-04-27,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-04-27,0.5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-04-27,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-27,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-04-27,2,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-04-27,4.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-04-27,12,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-04-27,13,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-04-27,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-04-27,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-04-27,4.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-04-27,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-27,8,8
"Technical Writer  -  Business Applications (DDS)",2020-04-27,0,8
"Web Developer  -  Business Applications (DDS)",2020-04-27,14.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-04-28,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-28,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-04-28,9,40
"Business Analyst  -  Business Applications (DDS)",2020-04-28,8,8
"Data Architect  -  Data Architecture (DDS)",2020-04-28,16,32
"Data Engineer  -  Data Architecture (DDS)",2020-04-28,48.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-04-28,6.25,8
"Data Scientist  -  Data Science (DDS)",2020-04-28,40.25,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-04-28,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-04-28,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-04-28,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-04-28,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-04-28,12,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-28,6,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-04-28,5,8
"QA Engineer  -  Business Applications (DDS)",2020-04-28,17,24
"Quality Engineer  -  Business Applications (DDS)",2020-04-28,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-04-28,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-04-28,8.5,8
"Software Developer  -  Business Applications (DDS)",2020-04-28,8,32
"Software Engineer  -  Business Applications (DDS)",2020-04-28,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-04-28,0.5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-04-28,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-28,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-04-28,2,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-04-28,4.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-04-28,12,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-04-28,13,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-04-28,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-04-28,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-04-28,4.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-04-28,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-28,8,8
"Technical Writer  -  Business Applications (DDS)",2020-04-28,0,8
"Web Developer  -  Business Applications (DDS)",2020-04-28,14.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-04-29,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-29,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-04-29,9,40
"Business Analyst  -  Business Applications (DDS)",2020-04-29,8,8
"Data Architect  -  Data Architecture (DDS)",2020-04-29,16,32
"Data Engineer  -  Data Architecture (DDS)",2020-04-29,48.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-04-29,6.25,8
"Data Scientist  -  Data Science (DDS)",2020-04-29,40.25,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-04-29,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-04-29,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-04-29,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-04-29,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-04-29,12,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-29,6,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-04-29,5,8
"QA Engineer  -  Business Applications (DDS)",2020-04-29,17,24
"Quality Engineer  -  Business Applications (DDS)",2020-04-29,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-04-29,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-04-29,8.5,8
"Software Developer  -  Business Applications (DDS)",2020-04-29,8,32
"Software Engineer  -  Business Applications (DDS)",2020-04-29,16,24
"Sr. Consultant  -  Business Applications (DDS)",2020-04-29,0.5,8
"Sr. Consultant  -  Business Intelligence (DDS)",2020-04-29,0,8
"Sr. Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-29,6,16
"Sr. Consultant  -  Data Architecture (DDS)",2020-04-29,2,8
"Sr. Data Engineer  -  Data Architecture (DDS)",2020-04-29,4.75,8
"Sr. Data Scientist  -  Data Science (DDS)",2020-04-29,12,24
"Sr. Software Architect  -  Business Applications (DDS)",2020-04-29,13,16
"Sr. Software Developer  -  Business Applications (DDS)",2020-04-29,8,8
"Sr. Software Engineer  -  Business Applications (DDS)",2020-04-29,8,24
"Tableau Developer  -  Business Intelligence (DDS)",2020-04-29,4.5,8
"Technical Delivery Lead  -  Data & Development Services (DDS) - Solution Delivery",2020-04-29,0,8
"Technical Delivery Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-29,8,8
"Technical Writer  -  Business Applications (DDS)",2020-04-29,0,8
"Web Developer  -  Business Applications (DDS)",2020-04-29,14.5,16
"Associate BI Consultant  -  Business Intelligence (DDS)",2020-04-30,0,16
"Associate Consultant  -  Data & Development Services (DDS) - Solution Delivery",2020-04-30,0,8
"BI  Consultant  -  Business Intelligence (DDS)",2020-04-30,9,40
"Business Analyst  -  Business Applications (DDS)",2020-04-30,8,8
"Data Architect  -  Data Architecture (DDS)",2020-04-30,16,32
"Data Engineer  -  Data Architecture (DDS)",2020-04-30,48.25,88
"Data Science Team Lead  -  Data Science (DDS)",2020-04-30,6.25,8
"Data Scientist  -  Data Science (DDS)",2020-04-30,40.25,48
"Jr. Data Analyst  -  Data Science (DDS)",2020-04-30,4,8
"Jr. Data Scientist  -  Data Science (DDS)",2020-04-30,0,16
"Jr. Software Developer  -  Business Applications (DDS)",2020-04-30,8,8
"Jr. Software Engineer  -  Business Applications (DDS)",2020-04-30,8,8
"Jr. Web Developer  -  Business Applications (DDS)",2020-04-30,12,16
"Practice Manager  -  Data & Development Services (DDS) - Solution Delivery",2020-04-30,6,8
"Project Coordinator  -  Data & Development Services (DDS) - Solution Delivery",2020-04-30,5,8
"QA Engineer  -  Business Applications (DDS)",2020-04-30,17,24
"Quality Engineer  -  Business Applications (DDS)",2020-04-30,0,16
"Senior BI Developer  -  Business Intelligence (DDS)",2020-04-30,8,8
"Senior DevOps Engineer  -  Business Applications (DDS)",2020-04-30,8.5,8
